Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Pow! Hand Extension (TRR)	TRR	TRR_085		Trainer - Rocket's Secret Machine					Uncommon	You may use this card only if you have more Prize cards left than your opponent. | Move 1 Energy card attached to the Defending Pokemon to another of your opponent's Pokemon. Or, switch 1 of your opponent's Benched Pokemon with 1 of the Defending Pokemon. Your opponent chooses the Defending Pokemon to switch.
Rocket's Admin. (TRR)	TRR	TRR_086		Trainer - Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Each player shuffles his or her hand into his or her deck. Then, each player counts his or her Prize cards left and draws up to that many cards. (You draw your cards first.)
Rocket's Hideout (TRR)	TRR	TRR_087		Trainer - Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. | Each Pokemon in play with Dark or Rocket's in its name (both yours and your opponent's) gets +20 HP.
Rocket's Mission (TRR)	TRR	TRR_088		Trainer - Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Discard a card from your hand. Then, draw 3 cards. If you discarded a Pokemon that has Dark or Rocket's in its name, draw 4 cards instead.
Rocket's Poke Ball (TRR)	TRR	TRR_089		Trainer					Uncommon	Search your deck for a Pokemon that has Dark in its name, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Rocket's Tricky Gym (TRR)	TRR	TRR_090		Trainer - Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. | Each Pokemon with Dark or Rocket's in its name (both yours and your opponent's) can use attacks on this card instead of its own. | [C] Feint Attack: Does 20 damage to 1 of your opponent's Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.
Surprise! Time Machine (TRR)	TRR	TRR_091		Trainer - Rocket's Secret Machine					Uncommon	Choose 1 of your Evolved Pokemon, remove the highest Stage Evolution card from it, and shuffle it into your deck (this counts as devolving that Pokemon). If that Pokemon remains in play, search your deck for an Evolution card that evolves from that Pokemon and put it onto that Pokemon (this counts as evolving that Pokemon). Shuffle your deck afterward.
Swoop! Teleporter (TRR)	TRR	TRR_092		Trainer - Rocket's Secret Machine					Uncommon	Search your deck for a Basic Pokemon (excluding Pokemon-ex) and switch it with 1 of your Basic Pokemon (excluding Pokemon-ex) in play. (Any cards attached to that Pokemon, damage counters, Special Conditions, and effects on it are now on the new Pokemon.) Place the first Basic Pokemon in the discard pile. Shuffle your deck afterward.
Venture Bomb (TRR)	TRR	TRR_093		Trainer - Rocket's Secret Machine					Uncommon	Flip a coin. If heads, put 1 damage counter on 1 of your opponent's Pokemon. If tails, put 1 damage counter on 1 of your Pokemon.
Dark Metal Energy (TRR)	TRR	TRR_094		Energy - Special					Uncommon	Attach Dark Metal Energy to 1 of your Pokemon. While in play, Dark Metal Energy provides [D] Energy and [M] Energy, but provides only 1 Energy at a time. (Doesn't count as a basic Energy card when not in play and has no effect other than providing Energy.)
R Energy (TRR)	TRR	TRR_095		Energy - Special					Uncommon	R Energy can be attached only to a Pokemon that have Dark or Rocket's in its name. While in play, R Energy provides 2 [D] Energy. (Doesn't count as a basic Energy card.) If the Pokemon R Energy is attached to attacks, the attack does 10 more damage to the Active Pokemon (before applying Weakness and Resistance). When your turn ends, discard R Energy.
Rocket's Articuno ex (TRR)	TRR	TRR_096	Darkness	Basic (ex)	100	Metal x2		1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Darkness Veil. As long as Rocket's Articuno ex has any [D] Energy attached to it, prevent all effects, except damage, by an opponent's attack done to Rocket's Articuno ex. | [C] Freeze Solid: 10 damage. Search your discard pile for a [W] Energy card and attach it to Rocket's Articuno ex. | [W][W][C] Ice Wing: 50 damage.
Rocket's Entei ex (TRR)	TRR	TRR_097	Darkness	Basic (ex)	100	Water x2		1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Dark Condition. As long as Rocket's Entei ex has any [D] Energy attached to it, Rocket's Entei ex has no Weakness. | [C] Energy Link: 10 damage. Search your discard pile for an Energy card and attach it to Rocket's Entei ex. | [R][R][C] Volcanic Ash: Discard 2 Energy attached to Rocket's Entei ex and then choose 1 of your opponent's Pokemon. This attack does 60 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Rocket's Hitmonchan ex (TRR)	TRR	TRR_098	Darkness	Basic (ex)	100	Psychic x2		1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Strikes Back. If Rocket's Hitmonchan ex is your Active Pokemon and is damaged by an opponent's attack (even if Rocket's Hitmonchan ex is Knocked Out), put 2 damage counters on the Attacking Pokemon. | [F] Mach Punch: 10 damage. Does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [F][F][C] Magnum Punch: 60 damage.
Rocket's Mewtwo ex (TRR)	TRR	TRR_099	Darkness	Basic (ex)	100	Psychic x2		2	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | [P] Darkness Switch: Discard an Energy card attached to Rocket's Mewtwo ex, and then switch all damage counters on Rocket's Mewtwo ex with those on the Defending Pokemon. (If an effect of this attack is prevented, this attack does nothing.) | [P][C][C] Hypnoblast: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Asleep. | [P][C][C][C] Psyburn: 70 damage.
Rocket's Moltres ex (TRR)	TRR	TRR_100	Darkness	Basic (ex)	100	Water x2		2	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Dark Lift. If Rocket's Moltres ex has any [D] Energy attached to it, the Retreat Cost for Rocket's Moltres ex is 0. | [R][C] Fire Dance: 30 damage. Search your discard pile for a [R] Energy card and attach it to 1 of your Pokemon. | [R][R][C] Combustion: 50 damage.
Rocket's Scizor ex (TRR)	TRR	TRR_101	Darkness	Stage 1 - Rocket's Scyther ex (ex)	120	Fire x2	Grass -30	1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Dual Armor. As long as Rocket's Scizor ex has any [M] Energy attached to it, Rocket's Scizor ex is both [M] and [D] type. | [C][C][C] Rotating Claws: 50 damage. You may discard an Energy card attached to Rocket's Scizor ex. If you do, search your discard pile for an Energy card (excluding the one you just discarded) and attach it to Rocket's Scizor ex.
Rocket's Scyther ex (TRR)	TRR	TRR_102	Darkness	Basic (ex)	80	Fire x2	Fighting -30	1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Dual Armor. As long as Rocket's Scyther ex has any [G] Energy attached to it, Rocket's Scyther ex is both [G] and [D] type. | [C] Bounce: 10 damage. After your attack, you may switch Rocket's Scyther ex with 1 of your Benched Pokemon. | [C][C][C] Slashing Strike: 40 damage. Rocket's Scyther ex can't use Slashing Strike during your next turn.
Rocket's Sneasel ex (TRR)	TRR	TRR_103	Darkness	Basic (ex)	90	Fighting x2	Psychic -30	1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | [D] Drag Off: 10 damage. Before doing damage, you may switch 1 of your opponent's Benched Pokemon with the Defending Pokemon. If you do, this attack does 10 damage to the new Defending Pokemon. Your opponent chooses the Defending Pokemon to switch. | [D][D][C] Dark Ring: 30+ damage. Does 30 damage plus 10 more damage for each of your [D] Pokemon in play.
Rocket's Snorlax ex (TRR)	TRR	TRR_104	Darkness	Basic (ex)	100	Fighting x2		3	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Dark Healer. As long as Rocket's Snorlax ex has any [D] Energy attached to it, remove 1 damage counter from Rocket's Snorlax ex between turns. | [C][C] Poison Claws: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned. | [C][C][C][C] Collapse: 60 damage. Rocket's Snorlax ex is now Asleep.
Rocket's Suicune ex (TRR)	TRR	TRR_105	Darkness	Basic (ex)	100	Lightning x2		1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Dark and Clear. As long as Rocket's Suicune ex has any [D] Energy attached to it, Rocket's Suicune ex can't be affected by any Special Conditions. | [C] Icy Wind: 10 damage. The Defending Pokemon is now Asleep. | [W][W][C] Hyper Splash: 50+ damage. If the Defending Pokemon is a Stage 2 Evolved Pokemon, this attack does 50 damage plus 40 more damage.
Rocket's Zapdos ex (TRR)	TRR	TRR_106	Darkness	Basic (ex)	100	Lightning x2		1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Body: Darkness Guard. As long as Rocket's Zapdos ex has any [D] Energy attached to it, damage done to Rocket's Zapdos ex by an opponent's attack is reduced by 10 (after applying Weakness and Resistance). | [C] Plasma: 10 damage. Search your discard pile for a [L] Energy card and attach it to Rocket's Zapdos ex. | [L][L][C] Raging Thunder: 60 damage. This attack does 30 damage to 1 of your Pokemon.
Mudkip Star (TRR)	TRR	TRR_107	Water	Basic (Star)	70	Lightning x2		1	Shiny Rare Holo	You can't have more than 1 Pokemon Star in your deck. | [W] Whirlpool: Flip a coin. If heads, discard an Energy card attached to the Defending Pokemon. | [W][W] Spring Back: 20+ damage. If your opponent has only 1 Prize card left, this attack does 20 damage plus 50 more damage and the Defending Pokemon is now Asleep.
Torchic Star (TRR)	TRR	TRR_108	Fire	Basic (Star)	70	Water x2		1	Shiny Rare Holo	You can't have more than 1 Pokemon Star in your deck. | [R] Fireworks: 20 damage. Flip a coin. If tails, discard a [R] Energy card attached to Torchic Star. | [R][R] Spring Back: 20+ damage. If your opponent has only 1 Prize card left, this attack does 20 damage plus 50 more damage and the Defending Pokemon is now Confused.
Treecko Star (TRR)	TRR	TRR_109	Grass	Basic (Star)	70	Fire x2	Water -30	1	Shiny Rare Holo	You can't have more than 1 Pokemon Star in your deck. | [C] Tackle: 10 damage. | [G][G] Spring Back: 20+ damage. If your opponent has only 1 Prize card left, this attack does 20 damage plus 50 more damage and the Defending Pokemon is now Poisoned.
Charmeleon (TRR)	TRR	TRR_110	Fire	Stage 1 - Charmander	70	Water x2		1	Rare Holo	[R] Smokescreen: 10 damage. If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. | [R][C] Fireworks: 40 damage. Flip a coin. If tails, discard a [R] Energy card attached to Charmeleon.
Here Comes Team Rocket! (TRR)	TRR	TRR_111		Trainer - Supporter					Rare Holo	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Each player plays with his or her Prize cards face up for the rest of the game.
Altaria (DX)	DX	DX_001	Colorless	Stage 1 - Swablu	70	Lightning x2	Fighting -30	1	Rare Holo	Poke-Body: Safeguard. Prevent all effects of attacks, including damage, done to Altaria by your opponent's Pokemon-ex. | [L] Double Wing Attack: Does 20 Damage to each Defending Pokemon. | [W][C][C] Dive: 50 damage.
Beautifly (DX)	DX	DX_002	Grass	Stage 2 - Silcoon	100	Fire x2		1	Rare Holo	Poke-Body: Hunch. As long as Beautifly's remaining HP is 40 or less, Beautifly does 40 more damage to the Defending Pokemon (before applying Weakness and Resistance). | [G] Luring Antenna: 20 damage. Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon. If you do, this attack does 20 damage to the new Defending Pokemon. Your opponent chooses the Defending Pokemon to switch. | [G][C][C] Cutting Wind: 50 damage.
Breloom (DX)	DX	DX_003	Fighting	Stage 1 - Shroomish	80	Psychic x2		1	Rare Holo	[C] Leaf Poison: 20 damage. If Breloom has any [G] Energy attached to it, the Defending Pokemon is now Poisoned. | [F][C][C] Hustle Punch: 70- damage. During your next turn, Hustle Punch attack's base damage is 50 instead of 70.
Camerupt (DX)	DX	DX_004	Fire	Stage 1 - Numel	90	Water x2		2	Rare Holo	[C] Back Burner: Search your discard pile for up to 2 basic Energy cards and attach them to your Pokemon in any way you like. | [R][C][C] Split Bomb: Choose 2 of your opponent's Pokemon. This attack does 30 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokemon.)
Claydol (DX)	DX	DX_005	Fighting	Stage 1 - Baltoy	80	Water x2		1	Rare Holo	Poke-Power: Psychic Trance. Once during your turn (before you attack), if Claydol is your Active Pokemon, you may shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand. This power can't be used if Claydol is affected by a Special Condition. | [C][C] Ancient Mantra: 20+ damage. If Claydol has any [P] Energy attached to it, the Defending Pokemon is now Confused. If Claydol has any [F] Energy attached to it, this attack does 20 damage plus 20 more damage.
Crawdaunt (DX)	DX	DX_006	Darkness	Stage 1 - Corphish	70	Grass x2	Psychic -30	1	Rare Holo	Poke-Body: Dark Protection. Any damage done to Crawdaunt by your opponent's attacks is reduced by 10 for each [D] Energy attached to Crawdaunt (after applying Weakness and Resistance). You can't reduce more than 20 damage in this way. | [C][C] Bubblebeam: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [D][C][C] Cross-Cut: 40+ damage. If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.
Dusclops (DX)	DX	DX_007	Psychic	Stage 1 - Duskull	70	Darkness x2	Fighting -30	1	Rare Holo	[P] Psychic Removal: 20 damage. Flip 2 coins. If both of them are heads, discard all Energy attached to the Defending Pokemon. | [P][P][C] Powerful Hand: Count the number of cards in your hand. Put that many damage counters on the Defending Pokemon. You can't put more than 7 damage counters in this way.
Gyarados (DX)	DX	DX_008	Water	Stage 1 - Magikarp	90	Lightning x2		2	Rare Holo	[W] Dragon Spark: This attack does 10 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [C][C] Full Retaliation: 20x damage. Does 20 damage times the number of damage counters on all of your Magikarp. | [W][W][C][C] Pulverize: 50+ damage. If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 50 more damage.
Jirachi (DX)	DX	DX_009	Metal	Basic	60	Fire x2	Grass -30	1	Rare Holo	Poke-Power: Wishing Star. Once during your turn (before your attack), if Jirachi is your Active Pokemon, you may look at the top 5 cards of your deck, choose one of them, and put it into your hand. Shuffle your deck afterward. Jirachi and your other Active Pokemon, if any, are now Asleep. This power can't be used if Jirachi is affected by a Special Condition. | [M][C] Metallic Blow: 20+ damage. If the Defending Pokemon has any Poke-Bodies, this attack does 20 damage plus 30 more damage.
Ludicolo (DX-1)	DX	DX_010	Water	Stage 2 - Lombre	100	Lightning x2		2	Rare Holo	Poke-Power: Swing Dance. Once during your turn (before your attack), you may draw a card. This power can't be used if Ludicolo is affected by a Special Condition. | [W] Healing Steps: 30 damage. You may discard as many cards as you like from your hand. If you do, remove that many damage counters from Ludicolo. | [W][C][C] Circular Steps: 10x damage. Does 10x damage times the number of Pokemon in play (both yours and your opponent's), excluding Ludicolo.
